id,recency,frequency,monetary,tenure,returns,channel_online
C00060,1,12,415,54,0,0.26
C05321,23,10,970,34,0,0.27
C01800,10,17,374,18,3,1
C00429,4,12,438,62,2,0.17
C03022,28,20,282,29,1,0.84
C02325,22,13,195,36,1,0.76
C04081,22,10,625,63,1,0.17
C02381,38,15,240,17,3,0.86
C02528,194,4,1120,63,1,0.5
C02630,171,3,2085,32,0,0.45
C00954,31,11,736,69,0,0.09
C02143,55,3,225,4,0,0.57
C01238,5,8,1029,62,2,0
C02562,11,21,291,37,2,0.9
C00761,268,4,1626,32,1,0.17
C03891,209,2,2751,36,0,0.31
C02502,19,11,1004,67,0,0
C01545,34,8,319,34,3,0.97
C00877,280,1,3253,44,1,0.28
C02994,151,3,1649,64,0,0.68
C01300,223,3,1476,65,0,0.6
C01261,33,16,639,4,0,0.76
C05164,282,4,541,46,2,0.32
C02736,10,9,427,40,6,1
C04881,10,8,565,67,2,0.26
C02050,318,2,1616,61,1,0.32
C03383,36,15,420,22,1,1
C04053,2,16,288,27,4,0.93
C04634,7,16,431,53,2,0.18
C00233,15,11,557,97,0,0.33
C03050,165,3,2976,50,0,0.26
C05509,29,12,1010,51,2,0.18
C03214,24,12,1024,58,0,0.27
C04444,0,9,413,89,1,0.22
C01067,50,4,248,2,1,0.64
C05999,5,7,802,53,0,0.03
C05260,7,15,838,53,1,0.06
C05358,42,13,741,50,1,0.1
C04644,29,12,359,31,1,0.88
C05995,18,2,95,6,0,0.6
C00533,13,8,250,38,3,1
C02171,57,3,331,5,0,0.67
C03571,52,15,223,34,2,0.99
C05162,12,18,480,28,1,1
C02474,171,2,3354,33,2,0.25
C03871,13,16,209,41,2,0.85
C02133,39,14,381,54,0,0.99
C05086,313,2,941,35,1,0.29
C03541,18,4,110,6,0,0.56
C00589,43,17,554,63,0,0
C00937,29,2,127,1,0,0.56
C05675,46,11,992,62,1,0.08
C04950,42,15,852,51,0,0.13
C04417,25,15,415,41,1,0
C02694,41,14,113,37,1,0.9
C05451,39,1,205,1,0,0.8
C00747,19,7,529,68,2,0.03
C01890,249,3,1373,38,1,0.38
C00695,43,11,662,76,3,0.07
C05599,24,5,875,44,1,0.08
C04769,26,5,562,79,2,0
C02005,7,6,147,2,0,0.38
C05755,50,12,907,66,0,0.16
C03849,46,8,675,89,0,0.19
C02358,14,12,378,26,1,1
C02619,242,2,988,48,0,0.36
C05691,38,16,935,45,0,0.07
C02341,20,8,838,57,1,0.13
C02755,10,12,251,52,3,0.94
C04225,32,15,628,80,0,0
C00466,32,6,641,69,3,0.15
C03508,31,13,851,36,1,0.18
C01436,25,11,1424,37,0,0.02
C03338,16,10,373,31,1,0.16
C01132,36,17,308,15,4,0.87
C00849,8,17,293,22,2,0.81
C02328,324,4,1206,42,0,0.52
C02695,40,4,857,50,0,0.16
C01682,13,6,910,23,0,0
C03679,27,15,502,67,2,0.3
C03017,53,5,85,4,0,0.23
C04069,25,14,1305,30,0,0
C02010,9,18,240,29,2,1
C01402,250,4,1324,46,0,0.29
C01248,18,17,647,61,1,0.1
C04198,55,11,808,80,1,0
C00281,30,14,989,46,0,0
C01793,189,2,399,40,0,0.27
C04610,7,18,131,36,0,1
C03568,14,14,311,30,1,0.89
C04986,28,5,266,5,0,0.59
C03171,43,16,691,69,0,0.29
C00165,31,13,331,50,1,0.05
C04372,78,2,168,2,0,0.35
C02431,22,15,278,47,3,0.94
C00833,50,2,330,8,0,0.49
C04807,21,3,370,7,0,0.43
C00246,110,4,1460,45,0,0.48
C03180,31,12,807,70,1,0.17
C02498,46,2,273,3,1,0.56
C01660,23,3,150,2,1,0.56
C02313,24,2,187,3,0,0.57
C04419,35,14,833,48,1,0.07
C01100,36,16,277,42,4,1
C05627,18,20,237,27,0,1
C01463,37,1,332,2,0,0.54
C02832,43,9,522,38,1,0.12
C05310,23,6,1334,51,0,0.01
C01168,12,17,199,45,2,0.98
C05084,69,7,654,74,1,0.19
C04523,120,4,1647,33,1,0.44
C02015,37,11,246,55,1,0.9
C03207,43,11,900,59,0,0.15
C02343,51,3,97,4,0,0.45
C04969,240,1,817,68,1,0.33
C05364,40,17,987,57,1,0.17
C03372,11,14,470,31,0,0.96
C03323,9,11,199,9,1,0.87
C02874,238,1,575,51,0,0.54
C00441,8,6,430,39,0,0
C02317,216,3,1894,66,1,0.33
C01195,30,10,977,31,1,0.01
C02231,4,17,588,43,1,0.97
C03038,255,1,1431,28,0,0.54
C03716,37,4,195,4,0,0.65
C00553,13,15,789,98,0,0.04
C00234,35,14,183,20,3,0.83
C02982,32,11,361,20,1,0.72
C05181,53,11,682,36,1,0.35
C05551,180,4,2474,20,0,0.35
C02409,148,6,1528,55,0,0.3
C01811,28,12,1526,78,0,0
C00472,28,4,93,8,0,0.53
C00588,195,3,981,44,2,0.35
C02006,56,11,381,68,0,0.12
C04908,43,14,687,30,0,0.05
C04960,32,10,883,71,0,0.01
C00476,217,5,1474,48,0,0.34
C01038,45,7,912,62,1,0.13
C04746,30,15,1150,37,1,0.06
C03540,55,3,489,3,0,0.62
C03144,30,10,1113,88,2,0.16
C01149,21,1,229,3,0,0.49
C05732,22,11,909,91,1,0.38
C04731,19,12,634,100,0,0
C01310,32,12,330,46,1,0.06
C02304,23,3,241,5,1,0.4
C02785,35,12,273,5,1,0.83
C05748,37,14,922,73,1,0.03
C00843,43,1,163,4,0,0.64
C00914,67,4,398,7,0,0.42
C02883,390,2,1305,48,0,0.36
C01652,18,5,309,6,0,0.48
C05766,29,18,625,32,4,0.85
C00966,20,12,812,61,1,0.1
C03870,229,4,716,32,1,0.26
C00070,29,17,248,26,1,0.66
C01813,50,4,131,4,0,0.54
C04303,0,9,573,73,0,0.12
C04511,33,10,1315,63,0,0.18
C05965,48,4,277,4,1,0.39
C01538,2,17,301,23,2,0.8
C02433,30,7,1263,40,0,0.39
C00395,36,16,691,66,0,0.03
C00785,35,12,1042,35,1,0.28
C01957,1,5,191,4,0,0.53
C05057,45,4,124,3,0,0.45
C00611,12,16,555,73,0,0.02
C02910,31,11,829,84,0,0.1
C01257,34,10,577,56,0,0.05
C01818,38,12,351,54,1,0.82
C03173,40,11,334,8,3,0.96
C01196,28,12,1179,65,0,0.23
C04609,48,12,440,64,1,0.16
C05819,39,25,182,25,1,0.98
C00269,22,12,105,15,5,1
C03514,29,14,507,60,0,0.04
C00859,50,4,156,1,0,0.47
C03943,8,11,501,56,0,0.02
C05189,34,9,786,83,0,0.15
C00059,37,11,416,17,3,0.87
C02585,25,9,803,46,0,0.02
C00263,22,11,156,33,2,1
C00504,203,4,2488,78,1,0.26
C03670,272,5,728,51,0,0.22
C01221,32,2,118,4,0,0.85
C00724,227,5,2168,50,0,0.54
C03450,45,4,375,2,1,0.56
C05563,82,4,69,4,0,0.55
C00283,57,3,529,74,1,0.14
C05759,5,12,571,88,1,0.17
C03455,37,2,136,1,0,0.49
C01754,10,10,270,14,2,0.79
C05140,34,15,174,53,2,1
C04970,25,10,726,65,1,0.22
C05987,28,7,601,48,0,0.08
C02394,36,15,531,68,2,0.81
C03625,18,11,670,27,0,0.15
C04190,26,18,1175,55,0,0.21
C00693,22,11,479,36,0,0
C03452,35,12,721,78,0,0
C01570,43,4,128,1,1,0.58
C02186,24,11,263,39,2,0.87
C04471,7,12,306,22,0,1
C04963,58,13,1314,88,1,0.06
C02028,21,9,1271,94,0,0.32
C05772,51,6,161,6,1,0.31
C02107,25,7,201,24,3,0.7
C03887,32,3,161,3,0,0.54
C02792,0,14,482,32,2,1
C04690,0,8,534,40,1,0
C05572,21,18,1102,66,2,0.13
C04745,34,8,672,71,1,0
C05312,228,3,2286,28,2,0.54
C02268,3,18,193,38,3,1
C00656,191,1,2654,72,0,0.48
C01532,9,11,529,67,0,0.14
C05273,44,5,113,2,1,0.56
C03647,23,14,175,47,1,1
C00532,24,9,1275,75,0,0
C03795,30,12,1405,76,0,0.3
C00615,340,5,2196,28,1,0.47
C02875,30,14,1072,41,0,0.22
C01155,225,1,4441,72,0,0.29
C00913,25,15,453,82,1,0
C05239,33,9,330,60,1,0
C05343,253,5,898,57,0,0.25
C00921,0,10,507,94,0,0.33
C04846,55,9,608,66,0,0.23
C04100,25,1,409,7,1,0.45
C04802,232,3,1806,58,0,0.39
C05307,37,1,177,8,0,0.67
C02310,21,13,716,60,0,0.19
C05515,43,4,164,5,0,0.72
C01383,81,5,222,2,0,0.68
C01907,23,8,161,39,1,0.86
C02558,28,7,712,69,2,0.02
C05283,42,3,58,5,0,0.47
C03145,45,10,870,27,0,0.11
C05762,61,10,722,77,1,0.28
C00865,30,16,312,30,1,0.93
C03267,25,16,551,23,5,0.95
C04323,19,15,271,62,0,1
C00716,282,3,688,37,2,0.45
C03196,8,16,455,77,0,0
C00834,35,11,577,22,3,0.03
C04543,33,4,329,2,0,0.51
C05984,27,15,213,6,0,0.96
C05584,1,10,323,49,1,0.9
C00868,20,18,430,32,0,1
C00917,20,19,177,27,0,0.72
C05407,27,1,131,4,0,0.68
C00639,33,7,470,73,1,0.39
C04738,23,10,174,45,0,0.84
C01725,34,9,267,32,1,1
C00142,45,4,378,62,0,0
C01346,46,14,596,40,1,0.31
C03975,42,4,265,4,0,0.44
C02850,45,12,738,68,3,0.07
C04156,326,2,1184,69,1,0.43
C05345,36,11,812,74,1,0.1
C00133,37,4,134,5,0,0.64
C02204,9,13,188,56,2,0.68
C01984,58,13,640,31,0,0.23
C05041,173,1,1098,28,0,0.54
C04632,28,10,665,37,1,0
C04920,299,2,1165,60,0,0.27
C05662,37,16,1058,82,0,0
C00881,26,12,937,72,2,0
C02452,245,2,939,40,0,0.28
C01425,13,9,386,36,1,1
C00885,26,9,226,28,4,0.92
C01997,18,10,667,70,0,0.26
C03914,259,4,1002,62,1,0.45
C04555,208,1,900,38,0,0.43
C01889,12,15,231,38,2,0.91
C03582,45,9,617,74,0,0.26
C03257,16,8,740,50,1,0.02
C01207,28,12,728,61,0,0
C04119,10,10,1060,44,0,0
C02594,19,9,547,53,2,0.06
C01227,16,18,159,19,1,0.8
C00122,163,3,1107,34,1,0.47
C01953,21,6,489,32,3,0.78
C05634,39,3,133,6,0,0.33
C04133,17,13,110,12,2,0.91
C02844,44,13,859,72,1,0.15
C05580,218,5,1435,39,0,0.44
C01530,318,6,1571,47,1,0.25
C03188,47,11,469,79,0,0.13
C00202,226,2,3362,49,0,0.53
C01367,30,14,531,40,1,0.03
C04161,39,3,172,1,0,0.68
C04073,40,10,1516,66,2,0.23
C05522,179,5,561,63,0,0.3
C02286,3,13,377,38,1,0.74
C00145,40,9,1039,51,1,0
C05362,51,10,1082,89,0,0.13
C01408,45,15,706,46,0,0.26
C04272,157,3,686,40,0,0.36
C04206,47,11,657,89,2,0.14
C04689,18,15,149,32,2,0.75
C05537,70,4,115,5,1,0.71
C00900,243,1,3324,42,1,0.18
C02797,18,13,285,20,2,0.92
C05645,42,10,557,73,0,0.01
C00981,35,11,568,68,0,0
C00413,14,10,715,42,3,0.87
C05807,24,10,1057,78,1,0.23
C04056,12,13,373,38,3,0.84
C03200,32,12,309,27,0,1
C05126,282,3,1046,43,0,0.49
C04181,12,11,735,93,3,0
C01851,46,16,1105,41,0,0.15
C04234,35,16,1655,70,1,0.21
C04313,34,4,328,7,0,0.57
C02665,142,4,3347,38,0,0.27
C05649,41,5,156,4,0,0.55
C01068,18,8,1016,113,2,0.15
C03141,32,14,418,40,1,0.75
C05270,17,8,364,51,1,0.21
C04467,31,11,863,56,0,0.13
C01877,19,11,260,40,0,0.99
C02523,23,8,188,26,0,1
C05146,35,11,590,83,1,0
C04230,28,11,1824,48,0,0.14
C05029,162,5,1582,39,1,0.64
C03762,16,14,891,73,0,0
C02209,20,15,894,53,0,0.26
C04108,17,15,221,11,0,0.7
C03672,39,9,1135,61,1,0.16
C00658,24,10,1444,66,0,0.04
C00492,30,17,418,41,1,0.85
C01509,15,8,518,89,2,0.16
C03748,8,11,653,63,1,0.09
C03859,2,9,703,67,0,0.13
C01338,35,15,1059,38,1,0.14
C01182,202,7,5314,59,1,0.19
C01047,19,7,532,59,0,0.21
C04024,19,19,139,47,0,1
C00657,34,1,253,6,0,0.58
C00083,7,15,85,34,1,0.92
C03419,28,7,559,41,0,0.29
C00351,9,12,1553,76,2,0.01
C01555,47,14,1763,47,0,0
C05100,36,7,561,39,1,0
C02690,63,1,311,5,1,0.5
C01689,47,2,171,5,1,0.39
C02450,293,2,1605,36,1,0.27
C01062,218,2,3843,51,1,0.48
C00677,21,15,449,24,0,0.67
C01413,22,13,1026,66,2,0.47
C01117,37,2,254,3,0,0.72
C03952,69,1,330,4,0,0.46
C05448,58,5,391,3,0,0.46
C03689,38,11,1186,88,0,0.13
C00583,16,13,522,57,0,0.14
C04932,57,13,726,64,0,0.34
C01220,31,12,904,73,0,0.13
C04052,39,4,341,4,0,0.67
C00427,38,13,546,62,0,0.26
C03922,54,7,1784,76,0,0.2
C02644,16,10,197,44,1,0.89
C05783,262,3,3230,48,0,0.45
C02685,21,1,70,4,0,0.46
C03809,38,17,239,43,4,0.95
C03504,19,13,941,64,0,0.17
C00314,22,6,676,64,0,0.13
C01109,52,13,559,54,0,0.19
C05248,48,14,1241,59,0,0.12
C04494,14,13,621,86,0,0
C02388,5,14,371,10,3,0.91
C02303,19,1,135,1,1,0.49
C02396,50,8,184,61,0,0.19
C01680,15,2,136,3,1,0.51
C05368,331,5,1518,52,0,0.39
C01337,47,15,757,71,2,0.18
C00960,231,4,1437,56,0,0.44
C01886,22,17,145,37,0,0.82
C01208,276,5,1497,37,0,0.25
C01794,168,3,1688,72,0,0.28
C05699,18,14,1225,80,0,0.05
C05632,22,14,420,55,1,0.22
C01626,43,23,475,28,1,1
C02465,32,8,636,22,0,0
C01792,61,2,113,3,0,0.65
C02917,50,5,93,5,0,0.69
C05246,44,9,637,88,1,0.03
C02771,38,13,361,61,2,0.96
C04458,16,9,525,61,0,0
C03459,32,14,915,74,2,0.16
C01462,45,10,800,47,0,0.15
C01243,43,1,136,4,0,0.69
C02928,177,6,1774,42,1,0.25
C01269,47,9,371,46,2,0.12
C02356,29,2,489,4,0,0.66
C01244,12,19,252,23,0,0.71
C01360,49,2,188,3,0,0.43
C05286,26,20,290,36,1,0.96
C00887,175,1,1369,50,1,0.27
C04806,59,1,98,7,0,0.56
C04934,44,13,877,73,0,0.07
C03421,52,11,669,90,1,0.1
C05291,46,2,365,2,0,0.52
C03710,206,3,1906,50,0,0.19
C05318,33,12,1729,76,1,0
C03708,43,10,942,20,0,0
C00794,32,6,875,62,1,0.09
C01544,24,13,257,26,3,0.99
C03953,165,3,3437,42,1,0.4
C01304,23,12,238,51,1,0.79
C05432,50,2,300,6,1,0.6
C03417,13,16,245,38,4,0.74
C00507,220,3,1268,55,0,0.39
C00450,40,17,424,20,1,0.97
C05834,22,18,403,67,2,0.11
C02127,22,10,957,85,0,0
C02060,265,4,1044,46,0,0.26
C03898,52,2,271,4,0,0.62
C00319,247,2,1951,48,0,0.43
C05006,247,1,1874,33,1,0.23
C05873,56,9,909,93,1,0.17
C04240,37,13,838,50,0,0.13
C05744,22,1,143,4,1,0.52
C01390,37,5,782,105,0,0.08
C00967,39,2,41,1,0,0.67
C00991,14,18,471,34,2,0.97
C03839,11,14,132,23,2,0.97
C04450,35,21,153,36,0,0.75
C02582,220,2,601,53,0,0.42
C03947,241,5,1625,9,1,0.21
C04637,20,3,130,3,0,0.54
C02836,210,3,2678,44,1,0.37
C04698,41,2,160,4,0,0.42
C02033,276,2,941,33,0,0.29
C02244,12,13,494,61,0,0.11
C04833,163,3,1759,44,2,0.24
C05424,145,3,335,36,0,0.17
C05363,55,12,647,47,0,0
C00587,287,3,1762,54,0,0.11
C04863,35,14,260,36,2,0.98
C04916,23,14,644,68,0,0.05
C02680,23,3,217,3,0,0.31
C04033,27,9,534,48,2,0.01
C05284,10,16,203,46,6,1
C04355,19,8,1058,111,0,0.28
C00261,8,13,909,9,1,0.05
C00151,22,7,515,42,1,0
C05613,324,3,1870,50,0,0.44
C05414,41,11,1543,96,0,0.24
C05653,23,7,259,7,1,0.99
C00315,11,14,1097,76,2,0.08
C00742,32,13,651,68,2,0.02
C05874,40,7,195,1,1,0.4
C02550,34,20,579,23,0,0
C00464,20,8,270,30,1,1
C05814,28,12,657,52,1,0
C01156,4,7,914,74,2,0.02
C02047,67,2,196,5,0,0.59
C03370,14,15,184,33,4,1
C01960,27,21,308,36,4,0.92
C03263,20,10,770,78,0,0.19
C04361,30,7,462,60,0,0.1
C01589,23,6,563,66,0,0
C00535,28,13,1252,48,0,0.07
C05769,265,4,1863,39,0,0.33
C00374,225,2,4984,34,0,0.36
C00979,0,8,467,48,0,0.02
C01451,35,10,1110,30,1,0.17
C05453,178,2,1312,27,1,0.34
C01558,59,1,388,1,0,0.6
C01586,25,15,326,45,1,1
C01072,2,16,244,57,2,1
C02372,33,15,281,32,2,0.98
C02588,43,2,195,1,0,0.52
C02271,13,4,213,33,0,1
C01757,32,16,528,93,1,0.08
C00779,256,4,2894,66,0,0.43
C03908,204,6,2627,48,0,0.48
C03300,192,3,2693,39,0,0.44
C02865,42,3,280,3,0,0.47
C04004,49,3,243,3,1,0.52
C00883,43,8,843,57,1,0
C03772,38,16,882,70,0,0
C04583,44,6,830,72,1,0
C01127,138,5,1138,14,0,0.46
C05543,45,14,869,76,1,0
C02673,14,16,456,44,0,0.2
C04787,1,16,278,34,2,0.98
C01053,53,17,199,32,1,0.81
C01315,28,1,132,1,0,0.9
C02273,16,10,1224,63,0,0.09
C04904,21,15,336,41,0,0.17
C01913,17,7,422,76,0,0.22
C05601,26,14,250,47,2,0.84
C05626,46,5,121,4,2,0.53
C02802,6,11,350,57,0,0.21
C04175,39,10,296,54,2,0.04
C02682,35,7,174,28,1,0.76
C03739,38,3,134,3,0,0.61
C01747,36,10,1514,52,0,0.14
C04667,25,1,554,31,0,0.31
C02740,23,12,588,57,1,0.15
C01236,232,1,1808,43,1,0.34
C01237,52,12,677,61,1,0.09
C04929,17,14,332,71,1,0.13
C00679,26,10,1261,64,0,0.24
C05163,57,9,907,38,1,0.15
C00873,36,12,177,21,2,0.99
C02375,307,1,1094,44,2,0.34
C01900,22,10,448,23,0,0.85
C03303,34,13,180,17,2,1
C03016,46,1,244,3,0,0.57
C02020,28,10,632,71,0,0.23
C02316,79,3,108,3,0,0.32
C05820,33,1,115,2,0,0.45
C00188,236,3,574,40,1,0.23
C00971,21,15,332,60,3,0.21
C04515,290,3,3852,42,0,0.04
C01763,32,13,854,84,2,0.02
C02274,44,15,444,62,0,0.13
C00095,6,6,371,24,2,0.68
C02774,11,17,174,24,1,0.96
C05440,33,13,803,64,0,0.03
C05228,0,8,701,40,3,0.16
C02536,28,11,1646,28,0,0
C05612,181,4,3593,48,0,0.63
C02314,25,12,1087,59,0,0.08
C00738,66,12,1117,68,0,0
C02939,66,17,651,75,1,0
C03754,33,3,283,2,0,0.67
C02511,27,10,817,97,0,0.15
C00114,28,12,590,41,0,0
C01322,45,8,537,87,0,0.11
C02195,61,7,508,86,1,0.07
C02439,29,7,643,71,1,0
C05456,38,14,160,52,2,1
C00612,37,14,241,32,4,1
C02115,50,10,666,52,2,0
C05540,53,13,270,36,0,0.17
C01352,281,3,2175,60,0,0.48
C04887,36,13,287,42,3,1
C03569,30,8,733,63,1,0.03
C04674,70,4,125,5,0,0.66
C02586,21,16,239,10,3,0.87
C00721,259,1,3024,45,0,0.49
C04091,37,15,756,49,0,0.08
C00670,20,11,109,28,2,0.77
C03668,164,1,1192,57,0,0.29
C03602,27,5,234,8,0,0.39
C02392,40,9,670,67,0,0.17
C05726,28,11,655,44,0,0
C03643,50,1,202,4,0,0.49
C05244,25,10,74,19,1,0.89
C05864,40,15,440,57,1,0
C01764,41,6,557,42,1,0.79
C05788,39,4,316,6,0,0.59
C03172,47,2,246,8,0,0.48
C05096,55,12,716,50,1,0.13
C04967,31,12,657,60,1,0
C00508,45,8,939,86,1,0.01
C03441,38,10,584,56,2,0
C05519,170,4,1135,63,0,0.6
C04356,21,12,523,79,1,0.13
C03100,50,10,902,50,1,0.2
C01935,26,15,123,41,4,1
C03126,44,12,489,69,0,0.16
C04755,60,3,176,2,0,0.46
C03918,31,10,690,83,0,0.18
C03449,33,8,143,57,2,0.86
C02641,60,7,901,59,0,0
C04177,62,5,170,5,0,0.37
C00113,206,3,2179,55,1,0.51
C02731,48,1,108,4,0,0.54
C02215,25,17,91,30,2,0.74
C05781,25,8,296,20,1,0.88
C00245,21,14,875,52,0,0.03
C02920,17,17,180,20,5,1
C01497,54,3,239,2,0,0.61
C03712,50,11,519,43,3,0.06
C00389,135,4,4161,39,0,0.26
C00919,19,16,623,48,0,0.29
C05557,194,3,2652,55,0,0.43
C03694,33,6,643,69,0,0
C04564,35,18,206,55,4,0.74
C01423,36,3,172,5,0,0.78
C03412,10,10,189,23,3,0.7
C04551,40,14,187,14,0,0.75
C01837,327,4,851,39,0,0.37
C01853,68,15,654,82,0,0.06
C02148,21,9,185,23,3,0.81
C00559,183,6,2017,44,0,0.4
C01101,17,17,146,46,3,0.92
C04816,29,12,610,74,2,0.24
C01051,261,4,1300,29,1,0.31
C01091,18,19,278,41,1,1
C01123,2,6,133,5,1,0.51
C03637,22,14,971,51,0,0.25
C04642,23,3,99,2,1,0.63
C05594,33,13,741,58,1,0.17
C00208,23,4,311,4,0,0.59
C02293,47,11,842,57,1,0
C04615,35,9,610,91,0,0.13
C02219,26,10,700,63,0,0.22
C02555,49,12,560,65,0,0.08
C05450,36,11,672,52,0,0
C03414,37,10,624,59,0,0.14
C00065,30,9,744,68,2,0.2
C01388,181,3,2711,47,0,0.15
C01014,102,2,623,4,1,0.46
C03490,55,15,782,64,1,0.08
C04115,230,4,1211,54,0,0
C04685,44,4,86,6,0,0.5
C02355,32,4,210,5,0,0.51
C05288,35,8,636,29,1,0.98
C05516,155,6,983,53,0,0.24
C05478,65,6,1246,42,0,0
C04371,287,3,1226,62,0,0.37
C05658,19,16,791,45,1,0.04
C03510,71,12,695,58,0,0.14
C00130,41,3,154,5,0,0.55
C05677,15,14,1117,34,2,0.19
C02967,36,8,799,39,0,0.12
C01949,32,10,509,18,1,0.06
C03049,36,17,118,4,2,0.92
C01765,33,21,766,79,1,0.18
C04138,15,2,146,7,1,0.56
C03964,32,8,473,75,0,0.05
C01571,31,18,270,24,6,1
C04695,317,3,540,64,0,0.23
C04980,22,10,722,50,0,0.03
C05631,26,17,345,24,4,0.89
C04232,49,13,599,24,0,0.13
C02689,24,12,372,25,1,0.94
C05027,27,21,164,29,0,0.99
C04047,25,12,805,125,1,0.21
C02434,20,10,1042,66,0,0.11
C00287,30,12,336,33,2,1
C02122,32,17,469,5,2,0.9
C02927,21,11,361,39,0,0.08
C00091,215,3,4027,55,0,0.29
C05314,34,4,366,4,2,0.54
C01608,0,1,369,3,0,0.36
C00309,35,8,770,85,2,0.03
C05005,44,10,282,32,2,0.85
C05092,181,3,2627,56,0,0.66
C00069,0,16,780,28,0,0.02
C00722,275,5,1731,26,0,0.44
C02191,0,11,947,87,1,0.02
C00811,33,10,373,39,2,0.03
C05320,27,14,372,37,1,1
C01573,40,8,229,21,3,1
C00957,45,13,668,61,0,0.37
C03249,32,2,89,5,1,0.55
C01798,311,2,5462,63,0,0.22
C05118,32,14,663,55,1,0.12
C05549,47,1,146,6,0,0.58
C04662,286,4,2582,71,1,0.33
C02254,5,10,208,29,6,0.98
C03761,34,13,831,39,1,0
C00704,24,17,228,31,2,0.67
C01956,40,9,443,22,0,0.88
C00531,38,11,1403,53,0,0.15
C03573,255,2,3660,44,1,0.42
C02714,29,10,448,34,2,1
C02473,19,3,215,6,0,0.86
C02587,33,8,697,58,1,0.06
C03405,31,11,798,24,0,0.28
C03661,46,9,582,67,0,0
C02364,10,15,628,19,0,1
C00974,13,12,539,37,0,0.29
C00031,11,13,533,66,0,0.19
C01562,0,6,500,22,0,0.04
C02829,32,15,174,21,1,0.79
C03906,55,5,211,5,1,0.58
C00128,52,5,176,1,0,0.54
C01928,23,5,311,4,0,0.61
C04517,49,16,351,81,0,0.3
C02285,29,18,274,51,1,0.87
C05209,16,16,804,33,1,0.19
C02596,33,13,786,45,0,0
C00647,25,12,426,89,2,0.07
C03823,19,11,1596,48,1,0.01
C04320,23,4,171,4,1,0.55
C03735,4,15,142,19,2,0.94
C01266,44,6,671,57,0,0.11
C02170,57,13,285,33,1,1
C03103,13,8,783,55,1,0
C01217,229,4,6156,53,1,0.17
C01365,17,17,466,41,0,0.91
C01029,33,10,897,50,1,0.1
C04365,220,5,1215,54,0,0.48
C02180,67,4,212,6,0,0.41
C00723,22,1,498,7,0,0.6
C05568,203,2,2764,39,0,0.5
C01624,276,3,5114,15,0,0.36
C05897,19,13,807,76,1,0.1
C05178,42,1,152,6,0,0.54
C02539,59,6,1418,62,1,0
C01923,9,17,193,24,1,0.81
C02105,332,6,1527,35,2,0.3
C02035,29,15,238,45,0,1
C01374,233,3,1171,27,1,0.47
C04085,31,11,853,77,0,0.01
C02398,31,11,561,58,0,0.18
C05133,210,5,1748,53,0,0.47
C02238,8,7,714,32,2,0.17
C01441,56,2,218,7,0,0.47
C01305,26,12,493,66,0,0.09
C04239,20,12,961,107,2,0.06
C05800,248,5,1266,58,0,0.36
C03040,12,13,258,20,0,0.9
C03780,52,2,220,2,1,0.31
C00659,70,13,876,36,1,0
C00520,39,7,280,46,0,0.94
C00743,8,18,219,24,1,0.87
C01743,36,2,237,2,0,0.54
C00090,309,1,914,29,0,0.53
C01884,40,15,360,40,1,1
C00623,53,11,1150,83,0,0.04
C04893,177,2,1457,55,0,0.17
C00058,27,1,138,2,0,0.46
C00549,28,16,401,18,0,1
C04159,23,16,138,29,0,0.86
C01086,35,10,1633,32,0,0.07
C00650,7,10,1029,61,0,0.14
C02056,218,1,1687,40,0,0.25
C00206,0,2,202,1,1,0.45
C03158,78,2,277,4,1,0.47
C04805,17,19,161,16,2,0.95
C00372,43,11,321,43,1,0.72
C03691,138,7,2984,29,0,0.22
C02870,6,2,325,4,1,0.67
C05469,194,4,1384,11,1,0.49
C01930,0,4,137,5,0,0.61
C01271,44,11,602,57,0,0.06
C00361,21,17,206,18,0,0.79
C05550,17,10,831,44,1,0.01
C04681,27,15,680,37,1,1
C00614,26,12,524,36,0,0.05
C02693,38,9,624,13,0,0.08
C04782,255,3,4142,37,1,0.13
C00479,11,12,171,41,4,0.69
C01172,39,7,173,2,0,0.49
C03429,155,3,1541,61,0,0.31
C01620,18,11,1295,55,1,0.03
C02813,74,3,172,5,0,0.55
C02837,145,3,2575,25,0,0.38
C05462,171,4,3249,58,1,0.46
C01864,38,11,417,54,0,0
C01649,31,2,459,3,2,0.49
C02315,10,12,159,29,0,0.88
C01291,173,4,3479,71,0,0.34
C04533,29,15,528,71,1,0.1
C04008,11,10,781,43,1,0.02
C03934,22,11,357,40,3,1
C03304,38,15,214,36,0,1
C05221,16,11,464,64,0,0
C03112,38,13,1272,79,1,0.01
C02102,16,11,1120,35,0,0.12
C03702,18,12,901,60,1,0.26
C02129,20,9,193,41,1,0.69
C01903,21,9,562,41,0,0.03
C01467,43,12,938,49,0,0.21
C03193,30,5,516,5,1,0.38
C02882,263,3,1902,50,0,0.2
C05993,18,19,218,27,0,0.86
C00397,170,3,1120,51,0,0.37
C04744,10,8,468,59,0,0.26
C01838,15,7,1337,55,0,0.11
C03855,30,15,195,30,1,0.66
C00437,31,18,307,35,0,0.73
C02367,36,12,1300,53,1,0.12
C02088,8,9,708,51,0,0.14
C01024,57,13,1295,55,0,0.03
C03586,65,4,190,1,0,0.57
C03944,28,4,90,4,0,0.36
C04670,32,13,276,28,5,0.89
C03324,5,11,312,47,2,0.79
C01345,32,15,494,10,2,0.81
