id,tenure_months,monthly_charge,contract,internet,tech_support,online_security,streaming_tv,paperless,payment,senior,partner,dependents,phone_lines,support_calls,late_payments,data_gb,referred,region,churn
T01245,16,71.4,month-to-month,dsl,yes,no,yes,yes,bank transfer,0,no,no,2,1,1,97,no,centre,no
T06593,14,39.8,month-to-month,fibre,no,yes,yes,yes,card,0,no,no,1,1,0,25,yes,islands,no
T05398,12,74.8,month-to-month,fibre,no,no,no,yes,card,0,yes,no,1,1,0,160,no,centre,no
T03057,2,37.5,month-to-month,fibre,no,yes,yes,yes,mailed check,0,no,no,0,0,0,101,no,islands,yes
T00982,4,96.9,two-year,fibre,yes,yes,yes,no,bank transfer,0,yes,no,2,0,0,9,yes,centre,no
T04321,82,83.8,month-to-month,none,yes,yes,no,yes,mailed check,0,no,no,1,2,0,38,no,north,no
T03344,2,26.1,month-to-month,dsl,yes,yes,no,yes,mailed check,0,no,no,1,0,1,48,no,north,no
T05388,18,92.8,month-to-month,fibre,no,no,no,yes,mailed check,0,no,yes,1,1,1,148,yes,islands,no
T06393,71,70.1,month-to-month,dsl,yes,no,no,yes,e-check,1,yes,no,1,1,1,141,no,islands,no
T06003,147,76.8,one-year,dsl,yes,no,yes,no,card,0,yes,no,1,1,0,36,no,south,no
T05007,48,96.2,one-year,dsl,no,no,no,yes,bank transfer,0,no,no,2,0,2,118,no,north,yes
T04082,3,106.8,one-year,fibre,no,yes,yes,no,mailed check,0,no,no,1,1,0,99,yes,south,yes
T05664,84,93.4,month-to-month,none,no,no,no,yes,bank transfer,0,yes,yes,1,1,0,19,no,islands,no
T03627,16,102.3,month-to-month,fibre,no,yes,no,yes,mailed check,1,no,yes,2,0,0,82,yes,islands,no
T00832,12,57.6,month-to-month,none,no,yes,yes,no,bank transfer,0,no,yes,1,2,2,40,yes,south,no
T01298,5,81.3,month-to-month,dsl,no,yes,yes,no,bank transfer,0,no,no,1,2,1,58,no,south,yes
T04806,33,33.5,one-year,fibre,no,no,no,yes,mailed check,0,no,no,1,0,0,252,yes,south,no
T01068,56,106.5,month-to-month,dsl,no,no,no,no,mailed check,0,no,no,1,0,0,129,no,north,no
T02679,5,93.6,two-year,dsl,no,yes,no,no,bank transfer,0,no,no,2,0,0,84,no,islands,no
T05813,8,63.4,month-to-month,fibre,no,yes,no,yes,bank transfer,1,no,no,1,0,0,80,no,south,yes
T03668,57,69.6,one-year,dsl,no,no,yes,yes,mailed check,0,no,yes,2,1,0,53,no,north,yes
T00485,16,47.9,month-to-month,fibre,yes,no,yes,yes,mailed check,0,yes,no,1,1,0,30,no,north,no
T03568,11,33.4,one-year,fibre,no,yes,no,yes,mailed check,0,yes,yes,1,0,0,86,no,islands,no
T03271,1,49.1,two-year,none,no,yes,yes,yes,mailed check,0,no,no,1,0,0,31,no,centre,no
T03815,33,38.6,one-year,none,no,yes,yes,yes,e-check,0,yes,yes,1,0,3,122,no,north,no
T02444,3,35.4,month-to-month,fibre,no,no,no,no,card,0,no,no,1,1,0,22,no,centre,yes
T02581,43,84.6,month-to-month,dsl,no,no,yes,no,card,0,yes,yes,2,1,0,91,no,south,no
T03416,23,64.9,month-to-month,dsl,no,no,yes,yes,mailed check,0,no,yes,1,0,0,24,yes,north,yes
T02747,8,106.2,two-year,fibre,yes,no,yes,no,mailed check,0,no,yes,1,0,1,145,no,north,no
T04913,71,29,one-year,fibre,no,yes,yes,yes,e-check,0,yes,no,1,1,1,60,no,north,no
T01701,21,76.2,month-to-month,fibre,no,yes,no,yes,e-check,0,yes,yes,1,2,1,85,no,south,yes
T02576,66,75,month-to-month,dsl,no,yes,no,no,e-check,0,yes,no,2,2,0,59,no,south,no
T01235,44,43.7,one-year,dsl,yes,yes,no,no,mailed check,0,yes,no,1,1,0,100,no,north,no
T02464,10,85.9,one-year,fibre,no,yes,yes,no,bank transfer,0,yes,no,2,1,0,62,no,islands,yes
T05194,30,94.1,month-to-month,dsl,no,no,yes,yes,e-check,1,yes,no,2,0,0,121,no,south,no
T02397,28,66.9,two-year,fibre,yes,no,no,no,mailed check,0,no,no,2,1,0,58,no,north,no
T05715,7,105.1,month-to-month,fibre,no,yes,yes,yes,e-check,0,no,no,2,1,2,225,no,south,yes
T03773,19,78.3,two-year,dsl,no,no,yes,yes,mailed check,0,no,yes,1,1,0,8,no,north,no
T04477,23,99.2,month-to-month,dsl,no,no,no,no,e-check,0,no,no,2,0,0,71,no,north,yes
T00825,3,53.8,one-year,none,no,no,yes,no,bank transfer,0,no,no,2,1,1,132,no,islands,yes
T00620,39,49.7,one-year,dsl,no,yes,no,yes,e-check,0,no,yes,1,1,2,153,no,centre,no
T04485,2,59.9,one-year,none,no,yes,yes,no,card,1,yes,no,2,0,1,250,no,north,no
T06524,1,58.7,month-to-month,fibre,no,no,yes,yes,card,0,yes,yes,3,2,2,76,yes,north,yes
T06703,111,76.8,two-year,dsl,yes,no,no,no,e-check,0,yes,no,1,1,0,18,no,islands,no
T02117,102,38.4,month-to-month,none,no,no,yes,yes,e-check,0,yes,no,1,2,0,7,no,south,no
T01118,100,20.1,month-to-month,dsl,yes,no,no,yes,e-check,0,yes,no,1,1,1,145,no,south,yes
T01982,24,66.2,one-year,dsl,no,yes,yes,yes,e-check,1,yes,no,1,0,0,33,yes,islands,no
T04433,2,81.6,two-year,none,no,no,no,yes,card,1,yes,no,2,0,0,126,no,north,no
T01397,3,60.9,month-to-month,dsl,yes,no,yes,no,card,1,no,yes,1,0,2,49,yes,north,yes
T04220,24,107.5,one-year,fibre,no,yes,yes,no,card,0,yes,yes,1,0,1,17,no,islands,no
T06958,20,80.6,month-to-month,dsl,yes,no,no,no,bank transfer,0,yes,no,0,0,1,54,no,south,no
T06304,11,105.6,one-year,dsl,yes,no,no,yes,bank transfer,0,yes,no,1,0,0,48,no,centre,no
T01712,20,47.4,month-to-month,none,yes,no,no,no,bank transfer,0,yes,no,1,1,0,85,no,islands,yes
T00327,36,61.3,one-year,dsl,no,no,no,yes,e-check,0,yes,no,1,0,0,314,no,centre,no
T05437,57,105.4,month-to-month,none,yes,no,yes,yes,bank transfer,0,yes,no,0,1,1,93,no,north,no
T02950,19,77.6,month-to-month,none,no,yes,no,no,bank transfer,1,no,no,1,0,1,58,no,islands,no
T04208,32,80.6,month-to-month,dsl,yes,no,yes,yes,bank transfer,0,no,no,2,0,0,10,no,islands,no
T01724,2,50,month-to-month,dsl,no,no,yes,yes,mailed check,0,yes,no,2,1,0,17,no,islands,no
T01478,7,29.3,month-to-month,none,yes,no,no,no,bank transfer,0,yes,yes,1,0,1,43,no,islands,no
T02248,5,96,month-to-month,fibre,no,yes,yes,no,e-check,0,yes,yes,1,2,2,157,no,islands,yes
T05696,8,52.3,month-to-month,none,no,yes,no,yes,bank transfer,0,yes,no,1,0,1,17,no,south,no
T04541,17,80.3,month-to-month,dsl,no,no,no,yes,mailed check,0,yes,no,1,2,1,42,no,north,yes
T00414,10,94.3,one-year,none,no,yes,yes,yes,card,0,no,no,1,0,0,73,no,centre,no
T01306,103,48.9,two-year,none,no,yes,yes,no,e-check,0,yes,no,1,0,1,51,no,north,no
T03183,33,57.7,one-year,fibre,no,yes,no,yes,card,1,yes,no,1,1,0,40,no,north,no
T04792,49,33.2,month-to-month,fibre,no,yes,no,no,card,0,no,yes,3,1,0,77,yes,islands,no
T04381,19,91.5,month-to-month,dsl,yes,yes,yes,yes,card,0,yes,no,1,1,0,63,no,north,no
T00435,82,32.6,month-to-month,fibre,no,yes,yes,no,bank transfer,0,no,yes,1,0,1,65,no,islands,no
T01550,75,74.3,month-to-month,dsl,no,no,yes,yes,mailed check,1,yes,no,2,0,0,201,no,north,yes
T04026,27,29,one-year,dsl,no,no,no,no,bank transfer,0,yes,yes,2,1,0,43,no,south,no
T04052,16,87.3,one-year,fibre,no,no,no,yes,e-check,1,yes,yes,2,0,0,121,yes,islands,no
T00958,73,79.1,month-to-month,none,no,yes,no,no,mailed check,0,yes,no,2,0,2,90,no,centre,yes
T06303,20,87.1,month-to-month,dsl,no,no,yes,no,e-check,0,no,no,3,0,1,13,no,south,yes
T05252,12,103.9,month-to-month,dsl,yes,no,yes,yes,mailed check,1,no,yes,2,0,0,47,no,centre,yes
T00049,73,36.5,month-to-month,fibre,no,no,yes,yes,bank transfer,1,yes,no,3,2,0,205,no,centre,no
T05069,31,101.2,month-to-month,dsl,no,no,no,no,card,0,yes,no,1,0,0,39,no,north,yes
T06367,1,96.4,month-to-month,none,yes,no,yes,no,card,1,no,no,1,0,1,166,no,south,yes
T05546,8,30.6,month-to-month,none,yes,yes,no,yes,card,0,yes,no,2,0,0,71,yes,islands,no
T01194,7,20.3,month-to-month,dsl,yes,no,no,no,mailed check,1,yes,yes,3,0,0,4,no,south,yes
T06826,32,99.6,month-to-month,fibre,yes,no,no,no,bank transfer,0,no,no,1,1,0,75,yes,north,no
T03043,7,37.3,month-to-month,fibre,no,no,no,yes,mailed check,1,yes,no,1,0,0,104,no,north,yes
T05081,4,45.5,month-to-month,dsl,no,yes,no,no,e-check,0,no,no,1,2,0,75,yes,centre,yes
T01856,59,63.3,month-to-month,dsl,yes,no,yes,no,card,0,yes,no,1,2,0,131,no,centre,yes
T01067,10,100.2,month-to-month,fibre,no,no,no,no,card,0,no,yes,0,1,0,10,yes,south,no
T03354,9,34.6,month-to-month,dsl,no,yes,yes,yes,bank transfer,0,no,yes,1,0,0,67,no,south,no
T04841,7,98.2,two-year,none,no,yes,no,yes,e-check,0,yes,yes,1,2,0,209,no,centre,yes
T04432,28,62.5,month-to-month,dsl,yes,no,yes,no,e-check,0,no,yes,2,1,0,96,no,north,no
T00707,51,86.9,two-year,dsl,no,yes,yes,yes,mailed check,0,no,no,1,2,0,9,no,north,no
T04106,28,84.2,month-to-month,none,yes,no,no,no,card,0,yes,yes,2,2,1,79,yes,centre,yes
T01294,62,51.5,two-year,dsl,no,no,yes,yes,e-check,0,no,no,1,1,1,55,yes,centre,yes
T05945,16,33.7,one-year,fibre,no,no,no,yes,bank transfer,0,no,no,1,1,1,28,no,north,no
T01758,23,20.5,two-year,dsl,yes,no,no,yes,bank transfer,0,yes,no,2,0,0,28,no,north,no
T03859,1,57.6,one-year,dsl,yes,yes,no,yes,bank transfer,0,no,no,1,0,0,17,no,islands,no
T02269,20,106.9,one-year,fibre,no,no,yes,no,e-check,0,no,no,1,2,0,25,yes,centre,no
T03657,2,65.7,month-to-month,fibre,no,no,no,yes,card,0,yes,no,3,0,0,259,no,south,no
T04762,23,63.6,month-to-month,fibre,yes,no,no,yes,e-check,0,no,no,1,1,1,65,no,islands,no
T02551,7,59.1,one-year,dsl,yes,yes,no,yes,e-check,0,yes,yes,2,1,0,26,no,south,yes
T02208,46,46.7,month-to-month,fibre,no,yes,no,yes,bank transfer,0,no,no,2,0,2,55,no,north,yes
T03516,2,94.8,month-to-month,none,yes,no,yes,no,card,0,yes,yes,1,0,0,109,no,south,yes
T03787,2,92,one-year,fibre,no,no,yes,no,card,0,yes,yes,3,1,0,61,no,islands,yes
T02770,21,49.9,month-to-month,none,no,yes,yes,yes,e-check,0,no,no,1,0,1,67,yes,centre,no
T03678,91,65.7,two-year,none,no,yes,no,yes,bank transfer,0,no,no,2,1,0,66,yes,north,no
T01117,36,42.7,month-to-month,none,no,yes,yes,no,bank transfer,0,no,yes,2,2,0,73,no,north,no
T05648,62,63.7,month-to-month,fibre,no,no,yes,yes,e-check,1,yes,no,1,3,0,103,yes,north,yes
T01350,17,61,one-year,none,no,yes,no,yes,bank transfer,0,no,no,2,0,0,99,no,north,no
T06642,25,48.8,month-to-month,dsl,no,yes,no,no,card,1,yes,yes,1,0,0,159,no,centre,no
T00068,47,92.9,month-to-month,none,yes,no,yes,no,e-check,0,yes,no,3,0,0,53,no,centre,no
T04618,4,83.6,month-to-month,none,no,no,yes,yes,e-check,0,yes,yes,2,1,0,38,no,north,yes
T05913,33,79.8,two-year,none,no,yes,no,yes,bank transfer,0,yes,no,2,0,1,183,no,north,no
T00336,34,60.7,one-year,fibre,no,yes,no,yes,bank transfer,0,no,yes,1,0,1,18,yes,north,no
T06357,39,108.1,one-year,dsl,no,no,yes,no,card,0,no,no,1,0,1,31,no,centre,no
T05984,62,26.1,month-to-month,fibre,no,no,no,yes,e-check,0,no,no,1,0,1,75,no,south,no
T01093,21,52.3,month-to-month,fibre,yes,yes,yes,yes,mailed check,0,yes,no,2,1,0,46,no,south,no
T06857,22,64.7,month-to-month,dsl,no,no,no,no,e-check,0,yes,no,1,2,0,164,no,south,yes
T00518,24,62.2,month-to-month,dsl,no,no,yes,yes,bank transfer,0,yes,yes,1,0,0,216,no,centre,no
T05391,16,65.4,month-to-month,fibre,yes,no,no,yes,bank transfer,1,no,no,1,1,1,50,no,islands,yes
T03307,39,43.8,month-to-month,fibre,no,no,yes,yes,mailed check,0,no,no,2,0,0,57,no,south,no
T03666,57,26.8,month-to-month,fibre,no,yes,yes,no,bank transfer,0,no,no,1,1,2,34,no,south,no
T04962,13,79.5,two-year,dsl,no,no,no,yes,card,0,yes,no,3,0,0,85,no,south,no
T03945,105,73.6,month-to-month,dsl,yes,yes,no,no,e-check,0,yes,no,2,0,1,87,no,centre,no
T02963,3,67.8,month-to-month,fibre,no,yes,yes,yes,bank transfer,0,yes,no,1,1,2,53,no,islands,no
T01339,80,20.3,two-year,fibre,no,no,no,no,mailed check,0,yes,no,3,1,0,52,no,centre,no
T00180,55,56.4,month-to-month,none,no,no,no,no,bank transfer,0,yes,no,1,1,0,31,yes,islands,no
T06685,7,25.2,one-year,none,yes,no,no,yes,card,0,yes,no,0,0,2,127,no,north,no
T06727,52,74.6,two-year,none,no,no,yes,yes,mailed check,0,yes,yes,0,0,1,77,no,islands,no
T04750,15,89.2,month-to-month,none,no,no,yes,no,bank transfer,0,yes,no,2,1,0,128,yes,north,yes
T05921,14,65.2,one-year,none,yes,no,no,no,card,0,no,no,2,1,0,83,no,south,no
T05121,90,70.8,month-to-month,fibre,no,yes,yes,no,e-check,0,no,no,1,0,3,16,no,north,yes
T06165,13,31.3,two-year,none,no,no,yes,yes,mailed check,0,yes,yes,2,0,0,75,no,centre,no
T00995,67,71.8,two-year,fibre,no,no,no,no,card,0,yes,no,0,1,0,75,yes,south,no
T06626,100,39.7,month-to-month,fibre,yes,no,yes,yes,bank transfer,0,yes,no,1,1,0,101,no,centre,no
T00508,21,68.1,month-to-month,dsl,yes,no,no,yes,mailed check,1,no,no,2,3,1,50,no,islands,no
T05070,83,98.7,month-to-month,fibre,no,no,no,no,e-check,0,no,no,3,1,1,15,no,north,no
T02088,14,86.1,two-year,dsl,no,no,yes,yes,card,0,yes,no,1,0,0,81,no,north,no
T04038,24,44.6,two-year,fibre,no,no,no,no,bank transfer,0,yes,no,2,0,1,93,no,south,no
T02768,51,34,two-year,fibre,no,yes,yes,no,e-check,0,yes,no,1,2,1,37,no,islands,no
T05992,30,60.7,one-year,fibre,no,no,yes,yes,bank transfer,0,yes,yes,2,0,1,79,no,islands,no
T06063,8,37.3,two-year,none,no,no,no,no,card,0,no,no,3,0,0,77,no,south,no
T06655,37,22.3,month-to-month,fibre,yes,yes,yes,yes,e-check,0,yes,yes,1,1,1,33,no,centre,yes
T00289,25,31.1,two-year,none,no,yes,yes,yes,bank transfer,0,yes,no,1,0,0,21,no,centre,no
T01813,4,100.5,month-to-month,none,yes,no,no,yes,card,0,no,yes,1,0,0,108,no,south,yes
T03952,36,29.6,month-to-month,dsl,no,no,yes,yes,e-check,0,yes,no,2,2,0,58,no,north,no
T02299,31,27.6,month-to-month,fibre,no,yes,no,yes,bank transfer,0,no,yes,1,2,0,60,no,north,yes
T03178,31,73.4,two-year,dsl,no,yes,no,yes,mailed check,0,no,no,1,0,1,140,yes,north,no
T03149,13,39,month-to-month,none,yes,no,yes,yes,bank transfer,0,yes,yes,0,1,0,169,yes,north,no
T03477,4,53.3,one-year,dsl,yes,yes,no,no,bank transfer,0,yes,no,1,1,0,43,no,centre,no
T04853,7,104.9,month-to-month,fibre,no,yes,yes,no,bank transfer,0,no,no,1,3,1,106,no,south,no
T06561,10,21.7,one-year,none,no,yes,yes,no,mailed check,0,no,no,0,3,1,98,yes,south,yes
T02618,13,74.3,month-to-month,none,no,no,yes,yes,e-check,0,no,yes,2,1,0,71,no,south,yes
T06973,82,30.4,month-to-month,dsl,yes,yes,yes,no,e-check,0,yes,yes,1,0,0,37,yes,north,no
T01280,48,91.2,one-year,fibre,no,no,no,no,mailed check,0,yes,no,3,0,0,33,no,islands,no
T05601,23,72.7,month-to-month,none,no,no,yes,yes,bank transfer,0,no,no,1,0,1,79,no,north,no
T03837,23,45.6,month-to-month,fibre,no,yes,yes,no,mailed check,0,no,no,1,2,4,98,no,centre,yes
T00282,1,95,month-to-month,fibre,no,no,yes,no,e-check,0,no,yes,1,1,1,208,no,south,yes
T01402,9,31.5,month-to-month,dsl,no,no,no,yes,card,0,yes,no,0,0,1,208,yes,south,no
T04659,23,64,two-year,fibre,no,no,no,yes,card,0,yes,no,2,0,0,98,no,north,no
T00706,21,64.1,month-to-month,fibre,no,no,no,yes,card,0,no,yes,1,1,2,111,yes,islands,yes
T06011,13,46.3,month-to-month,none,no,no,yes,no,e-check,0,no,yes,1,2,1,59,no,islands,no
T04372,4,46.2,one-year,none,no,no,no,no,bank transfer,0,yes,no,3,1,0,17,no,south,no
T00966,107,73.4,month-to-month,fibre,no,yes,yes,no,card,0,no,no,1,0,0,26,no,islands,no
T01713,3,85.6,one-year,dsl,yes,yes,no,yes,card,1,yes,no,3,1,0,35,no,south,no
T03901,11,84.6,month-to-month,none,no,no,yes,no,card,0,yes,yes,0,1,0,63,no,islands,yes
T04480,1,79.1,one-year,fibre,no,no,yes,no,mailed check,0,yes,yes,1,1,0,52,no,north,no
T06569,5,107.6,month-to-month,fibre,yes,yes,no,yes,e-check,1,yes,no,1,0,1,119,no,centre,yes
T02219,16,37.7,two-year,dsl,no,no,no,no,mailed check,1,yes,no,1,0,0,34,no,south,no
T05605,19,87.8,two-year,dsl,no,no,no,yes,bank transfer,0,no,no,1,2,1,62,no,islands,no
T05687,66,74.4,two-year,dsl,yes,no,no,yes,e-check,0,no,no,0,0,0,138,no,centre,no
T05941,11,39.2,one-year,none,no,no,no,yes,card,0,no,no,2,1,0,14,no,north,no
T05659,7,31.5,month-to-month,fibre,no,no,yes,yes,e-check,0,yes,no,0,1,0,128,no,north,no
T05730,6,66,one-year,dsl,yes,yes,no,no,bank transfer,0,yes,yes,2,1,0,49,no,centre,no
T04914,24,54.5,month-to-month,fibre,no,no,no,yes,card,1,no,yes,1,0,0,43,no,islands,yes
T00638,22,65.5,one-year,none,no,no,yes,yes,card,0,yes,yes,2,0,0,50,no,south,no
T03524,2,71.1,two-year,none,yes,no,yes,no,bank transfer,0,yes,no,1,2,0,62,no,islands,no
T06598,17,82,month-to-month,none,no,yes,no,no,mailed check,0,no,no,2,0,2,69,no,centre,yes
T00654,28,24.2,month-to-month,fibre,yes,no,yes,no,bank transfer,0,yes,yes,0,2,0,92,no,south,yes
T00794,64,54.6,two-year,dsl,no,no,yes,yes,bank transfer,0,no,no,1,2,3,33,yes,islands,no
T01689,1,102.2,one-year,fibre,no,no,yes,no,mailed check,0,no,no,2,3,3,80,no,centre,yes
T01596,8,106.6,two-year,none,no,no,no,yes,e-check,0,no,no,1,0,0,71,no,north,no
T06261,19,21.4,month-to-month,fibre,no,yes,no,no,card,0,no,yes,2,0,0,130,no,south,no
T02435,7,87,month-to-month,none,no,yes,yes,yes,e-check,0,no,no,1,0,1,45,no,islands,yes
T04246,60,62.3,month-to-month,dsl,no,no,yes,no,mailed check,0,yes,yes,1,1,0,97,no,islands,yes
T01277,40,63,one-year,fibre,yes,yes,no,yes,card,1,no,no,3,1,0,111,yes,islands,yes
T05236,8,42.1,month-to-month,fibre,no,no,yes,no,card,0,no,yes,2,2,1,77,no,centre,no
T02620,28,89.8,one-year,fibre,no,yes,yes,no,e-check,0,no,yes,3,1,0,77,no,south,no
T06755,25,89.4,month-to-month,dsl,no,no,yes,yes,mailed check,0,yes,no,1,0,1,157,yes,north,yes
T05779,5,43.4,month-to-month,dsl,no,no,no,yes,mailed check,0,yes,no,1,0,0,45,yes,south,no
T05636,76,59,two-year,dsl,no,no,no,no,bank transfer,0,yes,no,1,1,0,108,no,north,no
T05462,15,72.4,month-to-month,none,no,yes,no,yes,mailed check,0,no,no,1,2,1,94,no,south,yes
T02513,119,105.9,two-year,fibre,no,no,yes,yes,card,1,no,yes,1,0,1,21,no,islands,no
T01662,38,63,month-to-month,fibre,yes,no,no,yes,e-check,1,yes,no,2,1,0,23,no,islands,yes
T01208,127,23.1,month-to-month,fibre,yes,no,yes,no,e-check,0,no,no,0,1,2,130,no,centre,no
T00117,30,31.9,month-to-month,none,yes,no,no,yes,bank transfer,0,no,yes,2,0,0,36,no,south,no
T02197,31,55.1,two-year,dsl,no,no,no,no,mailed check,0,no,yes,2,0,0,40,no,south,no
T03280,27,83.4,month-to-month,fibre,yes,no,yes,yes,e-check,0,no,no,1,0,1,47,no,south,no
T04198,3,70.4,month-to-month,none,no,no,no,yes,mailed check,0,yes,no,1,0,0,13,yes,south,no
T02097,54,101.7,one-year,fibre,no,no,no,no,bank transfer,0,yes,no,2,0,1,105,no,centre,no
T01012,128,83.6,month-to-month,none,no,no,yes,no,e-check,0,yes,no,1,0,0,53,no,centre,no
T02078,36,72.8,one-year,dsl,yes,yes,yes,no,bank transfer,0,no,no,1,1,1,168,no,islands,no
T02714,5,76.9,one-year,dsl,yes,no,no,yes,e-check,0,no,no,2,2,0,25,no,south,no
T03753,50,93.4,two-year,fibre,no,no,yes,yes,mailed check,1,yes,no,1,0,0,123,no,south,no
T02004,12,100.2,month-to-month,fibre,yes,yes,no,no,mailed check,0,yes,no,1,1,0,30,no,south,no
T02669,73,83.9,two-year,dsl,yes,yes,no,yes,card,0,yes,no,1,1,1,14,no,centre,no
T00320,11,92.3,month-to-month,none,no,no,no,yes,bank transfer,0,yes,yes,1,1,1,79,no,centre,yes
T04461,111,53.5,two-year,none,no,no,no,yes,bank transfer,0,yes,no,1,0,0,14,no,north,no
T04521,3,20.4,month-to-month,dsl,no,no,no,yes,e-check,1,no,no,1,0,1,91,no,islands,yes
T03660,4,81.5,one-year,dsl,no,no,no,yes,mailed check,1,yes,no,1,0,0,95,yes,south,no
T00510,5,58.9,month-to-month,fibre,no,no,yes,no,mailed check,0,yes,no,1,1,2,21,no,islands,yes
T05079,36,20.5,month-to-month,fibre,no,yes,no,yes,bank transfer,0,no,yes,2,1,3,60,no,south,yes
T03555,9,42.6,two-year,dsl,yes,no,yes,no,card,0,no,yes,1,3,0,101,no,north,no
T02154,6,91,month-to-month,dsl,no,no,no,yes,bank transfer,0,no,no,1,1,0,81,no,north,yes
T00989,1,79.9,one-year,dsl,no,yes,no,yes,mailed check,0,no,yes,2,3,0,45,no,islands,no
T05103,37,25.3,month-to-month,fibre,no,no,no,yes,mailed check,1,yes,yes,2,0,0,76,yes,centre,no
T00990,70,106.8,one-year,none,yes,no,yes,no,bank transfer,0,yes,no,2,0,0,118,no,north,no
T04661,2,69,one-year,dsl,no,yes,yes,no,bank transfer,0,no,no,1,1,0,26,yes,centre,no
T02500,8,101.9,one-year,fibre,no,yes,yes,yes,mailed check,0,no,no,1,2,0,258,yes,south,yes
T00736,9,67.8,month-to-month,dsl,yes,yes,no,yes,e-check,0,no,yes,2,1,0,72,no,south,yes
T00503,49,87,month-to-month,dsl,yes,no,no,yes,e-check,1,no,no,1,1,3,14,no,south,yes
T02805,18,45.9,one-year,none,no,yes,no,yes,e-check,0,no,no,0,4,0,34,no,islands,no
T06114,29,98.4,two-year,none,no,no,no,yes,bank transfer,0,no,no,1,0,0,10,no,south,no
T05419,26,84.6,month-to-month,dsl,no,no,no,no,e-check,0,yes,yes,2,0,0,118,no,south,no
T02236,21,44.5,month-to-month,none,no,no,no,no,e-check,0,yes,yes,2,1,1,5,no,islands,yes
T05281,42,104.3,month-to-month,dsl,no,yes,yes,yes,bank transfer,0,yes,no,3,1,1,99,no,north,yes
T00766,40,54.4,two-year,dsl,yes,yes,yes,yes,bank transfer,0,no,no,1,0,0,61,yes,south,no
T06992,1,57.7,month-to-month,fibre,no,no,yes,yes,bank transfer,0,yes,no,1,0,1,111,no,islands,yes
T03114,4,73.7,month-to-month,fibre,no,no,yes,yes,bank transfer,0,yes,yes,2,1,1,145,no,centre,no
T01884,32,106.4,month-to-month,dsl,yes,no,yes,yes,mailed check,1,no,no,2,2,1,51,no,islands,yes
T00962,93,48.7,month-to-month,dsl,yes,yes,no,no,bank transfer,0,no,yes,1,1,1,101,no,centre,no
T02111,37,67.9,two-year,dsl,yes,no,yes,yes,card,0,yes,yes,3,0,0,157,no,south,no
T02884,8,56.8,two-year,none,yes,no,no,yes,e-check,0,yes,no,2,0,2,104,yes,islands,no
T05032,14,71.7,one-year,fibre,no,yes,yes,yes,bank transfer,0,yes,no,1,2,1,50,no,islands,no
T03195,37,89.6,two-year,none,no,no,yes,yes,mailed check,0,yes,no,2,2,1,8,no,south,no
T06438,47,38.1,one-year,fibre,no,no,no,yes,bank transfer,1,yes,no,0,0,1,110,yes,islands,no
T03789,7,27.4,month-to-month,fibre,no,yes,no,no,e-check,0,yes,yes,1,0,0,16,no,south,no
T00496,104,43.6,two-year,dsl,yes,no,no,yes,e-check,0,no,no,0,1,1,45,no,islands,no
T04752,47,25.9,one-year,fibre,no,no,yes,yes,bank transfer,0,yes,no,3,2,0,104,no,islands,no
T03875,1,97.3,month-to-month,fibre,no,no,yes,no,card,0,no,no,1,1,1,137,no,islands,no
T03713,23,72.6,one-year,dsl,yes,no,yes,yes,mailed check,0,no,no,2,0,1,21,no,centre,no
T05565,5,66,month-to-month,none,no,no,no,yes,mailed check,1,yes,no,1,0,0,105,no,north,yes
T01356,154,95.2,month-to-month,fibre,yes,no,no,no,mailed check,0,no,no,1,0,0,84,no,south,no
T06020,19,73,two-year,fibre,yes,no,yes,yes,card,0,no,no,1,1,2,170,no,south,no
T01197,8,43.9,month-to-month,none,no,yes,yes,yes,card,0,no,yes,0,1,2,69,yes,north,no
T01895,17,104.6,month-to-month,dsl,no,no,yes,no,mailed check,0,yes,no,1,0,0,30,no,north,no
T00928,6,23,month-to-month,dsl,no,no,yes,no,bank transfer,0,yes,yes,2,3,0,153,no,islands,yes
T00169,29,34.5,month-to-month,fibre,yes,no,yes,yes,mailed check,0,no,no,1,1,0,93,no,south,yes
T03845,1,78.2,month-to-month,fibre,yes,no,no,yes,mailed check,0,yes,no,1,0,0,27,yes,south,no
T01244,20,26,month-to-month,none,yes,yes,no,no,e-check,0,yes,yes,1,1,2,19,no,south,no
T03164,57,52.9,two-year,fibre,yes,no,yes,no,e-check,0,yes,yes,1,0,0,87,no,centre,no
T04396,15,34.3,two-year,dsl,no,no,yes,yes,mailed check,0,no,yes,3,0,0,25,no,centre,no
T05485,60,97.1,one-year,fibre,no,no,yes,yes,mailed check,0,yes,no,1,2,1,42,no,north,no
T03701,65,95.7,month-to-month,none,no,no,yes,no,card,1,no,no,1,0,0,91,no,north,yes
T06554,21,61.4,one-year,none,yes,no,yes,no,mailed check,0,no,no,2,2,0,141,no,centre,no
T02830,17,109.6,month-to-month,dsl,yes,no,no,yes,card,0,no,no,1,1,1,26,no,islands,no
T05164,59,73.8,one-year,dsl,no,no,no,yes,e-check,0,yes,no,3,1,0,83,no,north,no
T00838,38,109.2,month-to-month,fibre,no,no,yes,yes,card,0,no,no,2,0,0,109,yes,north,no
T05718,54,75.2,two-year,none,yes,no,no,yes,bank transfer,0,yes,no,2,0,0,19,no,south,no
T02178,1,92,two-year,fibre,yes,no,no,yes,bank transfer,0,no,yes,2,0,1,85,no,islands,no
